qtr evtoebitda
1	8.5342
2	9.7842
3	10.7048
4	14.0499
5	6.6909
6	6.5633
7	6.3867
8	6.8432
9	7.6265
10	7.9682
11	8.246
12	6.7326
13	6.8314
14	7.2608
15	7.051
16	7.4197
17	7.3005
18	8.0655
19	8.1811
20	8.7399
21	9.0037
22	9.4953
23	9.8677
24	9.2484
25	9.565
26	9.9715
27	9.7816
28	9.2289
29	9.4005
30	9.6527
31	9.6672
32	9.8597
33	10.2805
34	10.5786
35	10.6897
36	11.1046
37	10.953
38	10.9768
